0 | function | palavra-reservada

10254 | selection | string

10255 | && | comparador

10256 | jQuery | variavel

10257 | inArray | funcao

10258 | elem | string

10259 | selection | string

10260 | > | comparador

10261 | 1 | inteiro

10262 | if | palavra-reservada

10263 | ignored | string

10264 | ignored | string

10265 | push | string

10266 | elem | string

10267 | continue | palavra-reservada

10268 | attached | string

10269 | = | operador

10270 | isAttached | funcao

10271 | elem | string

10272 | tmp | string

10273 | = | operador

10274 | getAll | funcao

10275 | fragment | string

10276 | appendChild | funcao

10277 | elem | string

10278 | script | string

10279 | if | palavra-reservada

10280 | attached | string

10281 | setGlobalEval | string

10282 | tmp | string

10283 | if | palavra-reservada

10284 | scripts | string

10285 | j | char

10286 | = | operador

10287 | 0 | inteiro

10288 | while | palavra-reservada

10289 | elem | string

10290 | = | operador

10291 | tmp | string

10292 | j | char

10293 | if | palavra-reservada

10294 | rscriptType | funcao

10295 | test | string

10296 | elem | string

10297 | type | string

10298 | || | comparador

10299 | scripts | string

10300 | push | string

10301 | elem | string

10302 | return | palavra-reservada

10303 | fragment | string

10304 | var | palavra-reservada

10305 | rtypenamespace | string

10306 | = | operador

10307 | /^ | string

10308 | ^ | char

10309 | * | operador

10310 | \ | char

10311 | | | char

10312 | / | operador

10313 | function | palavra-reservada

10314 | returnTrue | funcao

10315 | return | palavra-reservada

10316 | true | palavra-reservada

10317 | function | palavra-reservada

10318 | returnFalse | funcao

10319 | return | palavra-reservada

10320 | false | palavra-reservada

10321 | function | palavra-reservada

10322 | expectSync | funcao

10323 | elem | string

10324 | type | string

10325 | return | palavra-reservada

10326 | elem | string

10327 | === | comparador

10328 | safeActiveElement | string

10329 | === | comparador

10330 | type | string

10331 | === | comparador

10332 | focus | string

10333 | function | palavra-reservada

10334 | safeActiveElement | string

10335 | try | palavra-reservada

10336 | return | palavra-reservada

10337 | document | palavra-reservada

10338 | activeElement | funcao

10339 | catch | palavra-reservada

10340 | err | string

10341 | function | palavra-reservada

10342 | on | string

10343 | elem | string

10344 | types | string

10345 | selector | string

10346 | data | string

10347 | fn | string

10348 | one | string

10349 | var | palavra-reservada

10350 | origFn | funcao

10351 | type | string

10352 | if | palavra-reservada

10353 | typeof | palavra-reservada

10354 | types | string

10355 | === | comparador

10356 | object | string

10357 | if | palavra-reservada

10358 | typeof | palavra-reservada

10359 | selector | string

10360 | == | comparador

10361 | string | tipo-de-dado

10362 | data | string

10363 | = | operador

10364 | data | string

10365 | || | comparador

10366 | selector | string

10367 | selector | string

10368 | = | operador

10369 | undefined | tipo-de-dado

10370 | for | palavra-reservada

10371 | type | string

10372 | in | palavra-reservada

10373 | types | string

10374 | on | string

10375 | elem | string

10376 | type | string

10377 | selector | string

10378 | data | string

10379 | types | string

10380 | type | string

10381 | one | string

10382 | return | palavra-reservada

10383 | elem | string

10384 | if | palavra-reservada

10385 | data | string

10386 | == | comparador

10387 | null | palavra-reservada

10388 | && | comparador

10389 | fn | string

10390 | == | comparador

10391 | null | palavra-reservada

10392 | fn | string

10393 | = | operador

10394 | selector | string

10395 | data | string

10396 | = | operador

10397 | selector | string

10398 | = | operador

10399 | undefined | tipo-de-dado

10400 | else | palavra-reservada

10401 | if | palavra-reservada

10402 | fn | string

10403 | == | comparador

10404 | null | palavra-reservada

10405 | if | palavra-reservada

10406 | typeof | palavra-reservada

10407 | selector | string

10408 | === | comparador

10409 | string | tipo-de-dado

10410 | fn | string

10411 | = | operador

10412 | data | string

10413 | data | string

10414 | = | operador

10415 | undefined | tipo-de-dado

10416 | else | palavra-reservada

10417 | fn | string

10418 | = | operador

10419 | data | string

10420 | data | string

10421 | = | operador

10422 | selector | string

10423 | selector | string

10424 | = | operador

10425 | undefined | tipo-de-dado

10426 | if | palavra-reservada

10427 | fn | string

10428 | === | comparador

10429 | false | palavra-reservada

10430 | fn | string

10431 | = | operador

10432 | returnFalse | funcao

10433 | else | palavra-reservada

10434 | if | palavra-reservada

10435 | fn | string

10436 | return | palavra-reservada

10437 | elem | string

10438 | if | palavra-reservada

10439 | one | string

10440 | === | comparador

10441 | 1 | inteiro

10442 | origFn | funcao

10443 | = | operador

10444 | fn | string

10445 | fn | string

10446 | = | operador

10447 | function | palavra-reservada

10448 | event | string

10449 | jQuery | variavel

10450 | off | string

10451 | event | string

10452 | return | palavra-reservada

10453 | origFn | funcao

10454 | apply | string

10455 | this | palavra-reservada

10456 | arguments | palavra-reservada

10457 | fn | string

10458 | guid | string

10459 | = | operador

10460 | origFn | funcao

10461 | guid | string

10462 | || | comparador

10463 | origFn | funcao

10464 | guid | string

10465 | = | operador

10466 | jQuery | variavel

10467 | guid | string

10468 | return | palavra-reservada

10469 | elem | string

10470 | each | string

10471 | function | palavra-reservada

10472 | jQuery | variavel

10473 | event | string

10474 | add | string

10475 | this | palavra-reservada

10476 | types | string

10477 | fn | string

10478 | data | string

10479 | selector | string

10480 | jQuery | variavel

10481 | event | string

10482 | = | operador

10483 | global | string

10484 | add | string

10485 | function | palavra-reservada

10486 | elem | string

10487 | types | string

10488 | handler | string

10489 | data | string

10490 | selector | string

10491 | var | palavra-reservada

10492 | handleObjIn | string

10493 | eventHandle | funcao

10494 | tmp | string

10495 | events | string

10496 | t | char

10497 | handleObj | funcao

10498 | special | string

10499 | handlers | string

10500 | type | string

10501 | namespaces | string

10502 | origType | funcao

10503 | elemData | funcao

10504 | = | operador

10505 | dataPriv | funcao

10506 | get | string

10507 | elem | string

10508 | if | palavra-reservada

10509 | acceptData | funcao

10510 | elem | string

10511 | return | palavra-reservada

10512 | if | palavra-reservada

10513 | handler | string

10514 | handler | string

10515 | handleObjIn | string

10516 | = | operador

10517 | handler | string

10518 | handler | string

10519 | = | operador

10520 | handleObjIn | string

10521 | handler | string

10522 | selector | string

10523 | = | operador

10524 | handleObjIn | string

10525 | selector | string

10526 | if | palavra-reservada

10527 | selector | string

10528 | jQuery | variavel

10529 | find | string

10530 | matchesSelector | funcao

10531 | documentElement | funcao

10532 | selector | string

10533 | if | palavra-reservada

10534 | handler | string

10535 | guid | string

10536 | handler | string

10537 | guid | string

10538 | = | operador

10539 | jQuery | variavel

10540 | guid | string

10541 | if | palavra-reservada

10542 | events | string

10543 | = | operador

10544 | elemData | funcao

10545 | events | string

10546 | events | string

10547 | = | operador

10548 | elemData | funcao

10549 | events | string

10550 | = | operador

10551 | Object | string

10552 | create | string

10553 | null | palavra-reservada

10554 | if | palavra-reservada

10555 | eventHandle | funcao

10556 | = | operador

10557 | elemData | funcao

10558 | handle | string

10559 | eventHandle | funcao

10560 | = | operador

10561 | elemData | funcao

10562 | handle | string

10563 | = | operador

10564 | function | palavra-reservada

10565 | e | char

10566 | return | palavra-reservada

10567 | typeof | palavra-reservada

10568 | jQuery | variavel

10569 | == | comparador

10570 | undefined | tipo-de-dado

10571 | && | comparador

10572 | jQuery | variavel

10573 | event | string

10574 | triggered | string

10575 | == | comparador

10576 | e | char

10577 | type | string

10578 | jQuery | variavel

10579 | event | string

10580 | dispatch | string

10581 | apply | string

10582 | elem | string

10583 | arguments | palavra-reservada

10584 | undefined | tipo-de-dado

10585 | types | string

10586 | = | operador

10587 | types | string

10588 | || | comparador

10589 | match | string

10590 | rnothtmlwhite | string

10591 | || | comparador

10592 | t | char

10593 | = | operador

10594 | types | string

10595 | length | string

10596 | while | palavra-reservada

10597 | t | char

10598 | tmp | string

10599 | = | operador

10600 | rtypenamespace | string

10601 | exec | string

10602 | types | string

10603 | t | char

10604 | || | comparador

10605 | type | string

10606 | = | operador

10607 | origType | funcao

10608 | = | operador

10609 | tmp | string

10610 | 1 | inteiro

10611 | namespaces | string

10612 | = | operador

10613 | tmp | string

10614 | 2 | inteiro

10615 | || | comparador

10616 | split | string

10617 | sort | string

10618 | if | palavra-reservada

10619 | type | string

10620 | continue | palavra-reservada

10621 | special | string

10622 | = | operador

10623 | jQuery | variavel

10624 | event | string

10625 | special | string

10626 | type | string

10627 | || | comparador

10628 | type | string

10629 | = | operador

10630 | selector | string

10631 | special | string

10632 | delegateType | funcao

10633 | special | string

10634 | bindType | funcao

10635 | || | comparador

10636 | type | string

10637 | special | string

10638 | = | operador

10639 | jQuery | variavel

10640 | event | string

10641 | special | string

10642 | type | string

10643 | || | comparador

10644 | handleObj | funcao

10645 | = | operador

10646 | jQuery | variavel

10647 | extend | string

10648 | type | string

10649 | type | string

10650 | origType | funcao

10651 | origType | funcao

10652 | data | string

10653 | data | string

10654 | handler | string

10655 | handler | string

10656 | guid | string

10657 | handler | string

10658 | guid | string

10659 | selector | string

10660 | selector | string

10661 | needsContext | funcao

10662 | selector | string

10663 | && | comparador

10664 | jQuery | variavel

10665 | expr | string

10666 | match | string

10667 | needsContext | funcao

10668 | test | string

10669 | selector | string

10670 | namespace | string

10671 | namespaces | string

10672 | join | string

10673 | handleObjIn | string

10674 | if | palavra-reservada

10675 | handlers | string

10676 | = | operador

10677 | events | string

10678 | type | string

10679 | handlers | string

10680 | = | operador

10681 | events | string

10682 | type | string

10683 | = | operador

10684 | handlers | string

10685 | delegateCount | funcao

10686 | = | operador

10687 | 0 | inteiro

10688 | if | palavra-reservada

10689 | special | string

10690 | setup | string

10691 | || | comparador

10692 | special | string

10693 | setup | string

10694 | call | string

10695 | elem | string

10696 | data | string

10697 | namespaces | string

10698 | eventHandle | funcao

10699 | === | comparador

10700 | false | palavra-reservada

10701 | if | palavra-reservada

10702 | elem | string

10703 | addEventListener | string

10704 | elem | string

10705 | addEventListener | string

10706 | type | string

10707 | eventHandle | funcao

10708 | if | palavra-reservada

10709 | special | string

10710 | add | string

10711 | special | string

10712 | add | string

10713 | call | string

10714 | elem | string

10715 | handleObj | funcao

10716 | if | palavra-reservada

10717 | handleObj | funcao

10718 | handler | string

10719 | guid | string

10720 | handleObj | funcao

10721 | handler | string

10722 | guid | string

10723 | = | operador

10724 | handler | string

10725 | guid | string

10726 | if | palavra-reservada

10727 | selector | string

10728 | handlers | string

10729 | splice | string

10730 | handlers | string

10731 | delegateCount | funcao

10732 | 0 | inteiro

10733 | handleObj | funcao

10734 | else | palavra-reservada

10735 | handlers | string

10736 | push | string

10737 | handleObj | funcao

10738 | jQuery | variavel

10739 | event | string

10740 | global | string

10741 | type | string

10742 | = | operador

10743 | true | palavra-reservada

10744 | remove | string

10745 | function | palavra-reservada

10746 | elem | string

10747 | types | string

10748 | handler | string

10749 | selector | string

10750 | mappedTypes | funcao

10751 | var | palavra-reservada

10752 | j | char

10753 | origCount | funcao

10754 | tmp | string

10755 | events | string

10756 | t | char

10757 | handleObj | funcao

10758 | special | string

10759 | handlers | string

10760 | type | string

10761 | namespaces | string

10762 | origType | funcao

10763 | elemData | funcao

10764 | = | operador

10765 | dataPriv | funcao

10766 | hasData | funcao

10767 | elem | string

10768 | && | comparador

10769 | dataPriv | funcao

10770 | get | string

10771 | elem | string

10772 | if | palavra-reservada

10773 | elemData | funcao

10774 | || | comparador

10775 | events | string

10776 | = | operador

10777 | elemData | funcao

10778 | events | string

10779 | return | palavra-reservada

10780 | types | string

10781 | = | operador

10782 | types | string

10783 | || | comparador

10784 | match | string

10785 | rnothtmlwhite | string

10786 | || | comparador

10787 | t | char

10788 | = | operador

10789 | types | string

10790 | length | string

10791 | while | palavra-reservada

10792 | t | char

10793 | tmp | string

10794 | = | operador

10795 | rtypenamespace | string

10796 | exec | string

10797 | types | string

10798 | t | char

10799 | || | comparador

10800 | type | string

10801 | = | operador

10802 | origType | funcao

10803 | = | operador

10804 | tmp | string

10805 | 1 | inteiro

10806 | namespaces | string

10807 | = | operador

10808 | tmp | string

10809 | 2 | inteiro

10810 | || | comparador

10811 | split | string

10812 | sort | string

10813 | if | palavra-reservada

10814 | type | string

10815 | for | palavra-reservada

10816 | type | string

10817 | in | palavra-reservada

10818 | events | string

10819 | jQuery | variavel

10820 | event | string

10821 | remove | string

10822 | elem | string

10823 | type | string

10824 | types | string

10825 | t | char

10826 | handler | string

10827 | selector | string

10828 | true | palavra-reservada

10829 | continue | palavra-reservada

10830 | special | string

10831 | = | operador

10832 | jQuery | variavel

10833 | event | string

10834 | special | string

10835 | type | string

10836 | || | comparador

10837 | type | string

10838 | = | operador

10839 | selector | string

10840 | special | string

10841 | delegateType | funcao

10842 | special | string

10843 | bindType | funcao

10844 | || | comparador

10845 | type | string

10846 | handlers | string

10847 | = | operador

10848 | events | string

10849 | type | string

10850 | || | comparador

10851 | tmp | string

10852 | = | operador

10853 | tmp | string

10854 | 2 | inteiro

10855 | && | comparador

10856 | new | palavra-reservada

10857 | RegExp | string

10858 | ^|\\ | string

10859 | namespaces | string

10860 | join | string

10861 | \\ | string

10862 | *\\ | string

10863 | | | char

10864 | \\ | string

10865 | |$ | string

10866 | origCount | funcao

10867 | = | operador

10868 | j | char

10869 | = | operador

10870 | handlers | string

10871 | length | string

10872 | while | palavra-reservada

10873 | j | char

10874 | handleObj | funcao

10875 | = | operador

10876 | handlers | string

10877 | j | char

10878 | if | palavra-reservada

10879 | mappedTypes | funcao

10880 | || | comparador

10881 | origType | funcao

10882 | === | comparador

10883 | handleObj | funcao

10884 | origType | funcao

10885 | && | comparador

10886 | handler | string

10887 | || | comparador

10888 | handler | string

10889 | guid | string

10890 | === | comparador

10891 | handleObj | funcao

10892 | guid | string

10893 | && | comparador

10894 | tmp | string

10895 | || | comparador

10896 | tmp | string

10897 | test | string

10898 | handleObj | funcao

10899 | namespace | string

10900 | && | comparador

10901 | selector | string

10902 | || | comparador

10903 | selector | string

10904 | === | comparador

10905 | handleObj | funcao

10906 | selector | string

10907 | || | comparador

10908 | selector | string

10909 | === | comparador

10910 | ** | string

10911 | && | comparador

10912 | handleObj | funcao

10913 | selector | string

10914 | handlers | string

10915 | splice | string

10916 | j | char

10917 | 1 | inteiro

10918 | if | palavra-reservada

10919 | handleObj | funcao

10920 | selector | string

10921 | handlers | string

10922 | delegateCount | funcao

10923 | if | palavra-reservada

10924 | special | string

10925 | remove | string

10926 | special | string

10927 | remove | string

10928 | call | string

10929 | elem | string

10930 | handleObj | funcao

10931 | if | palavra-reservada

10932 | origCount | funcao

10933 | && | comparador

10934 | handlers | string

10935 | length | string

10936 | if | palavra-reservada

10937 | special | string

10938 | teardown | string

10939 | || | comparador

10940 | special | string

10941 | teardown | string

10942 | call | string

10943 | elem | string

10944 | namespaces | string

10945 | elemData | funcao

10946 | handle | string

10947 | === | comparador

10948 | false | palavra-reservada

10949 | jQuery | variavel

10950 | removeEvent | funcao

10951 | elem | string

10952 | type | string

10953 | elemData | funcao

10954 | handle | string

10955 | delete | palavra-reservada

10956 | events | string

10957 | type | string

10958 | if | palavra-reservada

10959 | jQuery | variavel

10960 | isEmptyObject | string

10961 | events | string

10962 | dataPriv | funcao

10963 | remove | string

10964 | elem | string

10965 | handle | string

10966 | events | string

10967 | dispatch | string

10968 | function | palavra-reservada

10969 | nativeEvent | funcao

10970 | var | palavra-reservada

10971 | i | char

10972 | j | char

10973 | ret | string

10974 | matched | string

10975 | handleObj | funcao

10976 | handlerQueue | funcao

10977 | args | string

10978 | = | operador

10979 | new | palavra-reservada

10980 | Array | tipo-de-dado

10981 | arguments | palavra-reservada

10982 | length | string

10983 | event | string

10984 | = | operador

10985 | jQuery | variavel

10986 | event | string

10987 | fix | string

10988 | nativeEvent | funcao

10989 | handlers | string

10990 | = | operador

10991 | dataPriv | funcao

10992 | get | string

10993 | this | palavra-reservada

10994 | events | string

10995 | || | comparador

10996 | Object | string

10997 | create | string

10998 | null | palavra-reservada

10999 | event | string

11000 | type | string

11001 | || | comparador

11002 | special | string

11003 | = | operador

11004 | jQuery | variavel

11005 | event | string

11006 | special | string

11007 | event | string

11008 | type | string

11009 | || | comparador

11010 | args | string

11011 | 0 | inteiro

11012 | = | operador

11013 | event | string

11014 | for | palavra-reservada

11015 | i | char

11016 | = | operador

11017 | 1 | inteiro

11018 | i | char

11019 | < | comparador

11020 | arguments | palavra-reservada

11021 | length | string

11022 | i | char

11023 | args | string

11024 | i | char

11025 | = | operador

11026 | arguments | palavra-reservada

11027 | i | char

11028 | event | string

11029 | delegateTarget | funcao

11030 | = | operador

11031 | this | palavra-reservada

11032 | if | palavra-reservada

11033 | special | string

11034 | preDispatch | funcao

11035 | && | comparador

11036 | special | string

11037 | preDispatch | funcao

11038 | call | string

11039 | this | palavra-reservada

11040 | event | string

11041 | === | comparador

11042 | false | palavra-reservada

11043 | return | palavra-reservada

11044 | handlerQueue | funcao

11045 | = | operador

11046 | jQuery | variavel

11047 | event | string

11048 | handlers | string

11049 | call | string

11050 | this | palavra-reservada

11051 | event | string

11052 | handlers | string

11053 | i | char

11054 | = | operador

11055 | 0 | inteiro

11056 | while | palavra-reservada

11057 | matched | string

11058 | = | operador

11059 | handlerQueue | funcao

11060 | i | char

11061 | && | comparador

11062 | event | string

11063 | isPropagationStopped | string

11064 | event | string

11065 | currentTarget | funcao

11066 | = | operador

11067 | matched | string

11068 | elem | string

11069 | j | char

11070 | = | operador

11071 | 0 | inteiro

11072 | while | palavra-reservada

11073 | handleObj | funcao

11074 | = | operador

11075 | matched | string

11076 | handlers | string

11077 | j | char

11078 | && | comparador

11079 | event | string

11080 | isImmediatePropagationStopped | string

11081 | if | palavra-reservada

11082 | event | string

11083 | rnamespace | string

11084 | || | comparador

11085 | handleObj | funcao

11086 | namespace | string

11087 | === | comparador

11088 | false | palavra-reservada

11089 | || | comparador

11090 | event | string

11091 | rnamespace | string

11092 | test | string

11093 | handleObj | funcao

11094 | namespace | string

11095 | event | string

11096 | handleObj | funcao

11097 | = | operador

11098 | handleObj | funcao

11099 | event | string

11100 | data | string

11101 | = | operador

11102 | handleObj | funcao

11103 | data | string

11104 | ret | string

11105 | = | operador

11106 | jQuery | variavel

11107 | event | string

11108 | special | string

11109 | handleObj | funcao

11110 | origType | funcao

11111 | || | comparador

11112 | handle | string

11113 | || | comparador

11114 | handleObj | funcao

11115 | handler | string

11116 | apply | string

11117 | matched | string

11118 | elem | string

11119 | args | string

11120 | if | palavra-reservada

11121 | ret | string

11122 | == | comparador

11123 | undefined | tipo-de-dado

11124 | if | palavra-reservada

11125 | event | string

11126 | result | string

11127 | = | operador

11128 | ret | string

11129 | === | comparador

11130 | false | palavra-reservada

11131 | event | string

11132 | preventDefault | funcao

11133 | event | string

11134 | stopPropagation | funcao

11135 | if | palavra-reservada

11136 | special | string

11137 | postDispatch | funcao

11138 | special | string

11139 | postDispatch | funcao

11140 | call | string

11141 | this | palavra-reservada

11142 | event | string

11143 | return | palavra-reservada

11144 | event | string

11145 | result | string

11146 | handlers | string

11147 | function | palavra-reservada

11148 | event | string

11149 | handlers | string

11150 | var | palavra-reservada

11151 | i | char

11152 | handleObj | funcao

11153 | sel | string

11154 | matchedHandlers | funcao

11155 | matchedSelectors | funcao

11156 | handlerQueue | funcao

11157 | = | operador

11158 | delegateCount | funcao

11159 | = | operador

11160 | handlers | string

11161 | delegateCount | funcao

11162 | cur | string

11163 | = | operador

11164 | event | string

11165 | target | string

11166 | if | palavra-reservada

11167 | delegateCount | funcao

11168 | && | comparador

11169 | cur | string

11170 | nodeType | funcao

11171 | && | comparador

11172 | event | string

11173 | type | string

11174 | === | comparador

11175 | click | string

11176 | && | comparador

11177 | event | string

11178 | button | string

11179 | >= | string

11180 | 1 | inteiro

11181 | for | palavra-reservada

11182 | cur | string

11183 | == | comparador

11184 | this | palavra-reservada

11185 | cur | string

11186 | = | operador

11187 | cur | string

11188 | parentNode | funcao

11189 | || | comparador

11190 | this | palavra-reservada

11191 | if | palavra-reservada

11192 | cur | string

11193 | nodeType | funcao

11194 | === | comparador

11195 | 1 | inteiro

11196 | && | comparador

11197 | event | string

11198 | type | string

11199 | === | comparador

11200 | click | string

11201 | && | comparador

11202 | cur | string

11203 | disabled | string

11204 | === | comparador

11205 | true | palavra-reservada

11206 | matchedHandlers | funcao

11207 | = | operador

11208 | matchedSelectors | funcao

11209 | = | operador

11210 | for | palavra-reservada

11211 | i | char

11212 | = | operador

11213 | 0 | inteiro

11214 | i | char

11215 | < | comparador

11216 | delegateCount | funcao

11217 | i | char

11218 | handleObj | funcao

11219 | = | operador

11220 | handlers | string

11221 | i | char

11222 | sel | string

11223 | = | operador

11224 | handleObj | funcao

11225 | selector | string

11226 | if | palavra-reservada

11227 | matchedSelectors | funcao

11228 | sel | string

11229 | === | comparador

11230 | undefined | tipo-de-dado

11231 | matchedSelectors | funcao

11232 | sel | string

11233 | = | operador

11234 | handleObj | funcao

11235 | needsContext | funcao

11236 | jQuery | variavel

11237 | sel | string

11238 | this | palavra-reservada

11239 | index | string

11240 | cur | string

11241 | > | comparador

11242 | 1 | inteiro

11243 | jQuery | variavel

11244 | find | string

11245 | sel | string

11246 | this | palavra-reservada

11247 | null | palavra-reservada

11248 | cur | string

11249 | length | string

11250 | if | palavra-reservada

11251 | matchedSelectors | funcao

11252 | sel | string

11253 | matchedHandlers | funcao

11254 | push | string

11255 | handleObj | funcao

11256 | if | palavra-reservada

11257 | matchedHandlers | funcao

11258 | length | string

11259 | handlerQueue | funcao

11260 | push | string

11261 | elem | string

11262 | cur | string

11263 | handlers | string

11264 | matchedHandlers | funcao

11265 | cur | string

11266 | = | operador

11267 | this | palavra-reservada

11268 | if | palavra-reservada

11269 | delegateCount | funcao

11270 | < | comparador

11271 | handlers | string

11272 | length | string

11273 | handlerQueue | funcao

11274 | push | string

11275 | elem | string

11276 | cur | string

11277 | handlers | string

11278 | handlers | string

11279 | slice | string

11280 | delegateCount | funcao

11281 | return | palavra-reservada

11282 | handlerQueue | funcao

11283 | addProp | funcao

11284 | function | palavra-reservada

11285 | name | string

11286 | hook | string

11287 | Object | string

11288 | defineProperty | funcao

11289 | jQuery | variavel

11290 | Event | string

11291 | prototype | string

11292 | name | string

11293 | enumerable | string

11294 | true | palavra-reservada

11295 | configurable | string

11296 | true | palavra-reservada

11297 | get | string

11298 | isFunction | funcao

11299 | hook | string

11300 | function | palavra-reservada

11301 | if | palavra-reservada

11302 | this | palavra-reservada

11303 | originalEvent | funcao

11304 | return | palavra-reservada

11305 | hook | string

11306 | this | palavra-reservada

11307 | originalEvent | funcao

11308 | function | palavra-reservada

11309 | if | palavra-reservada

11310 | this | palavra-reservada

11311 | originalEvent | funcao

11312 | return | palavra-reservada

11313 | this | palavra-reservada

11314 | originalEvent | funcao

11315 | name | string

11316 | set | string

11317 | function | palavra-reservada

11318 | value | string

11319 | Object | string

11320 | defineProperty | funcao

11321 | this | palavra-reservada

11322 | name | string

11323 | enumerable | string

11324 | true | palavra-reservada

11325 | configurable | string

11326 | true | palavra-reservada

11327 | writable | string

11328 | true | palavra-reservada

11329 | value | string

11330 | value | string

11331 | fix | string

11332 | function | palavra-reservada

11333 | originalEvent | funcao

11334 | return | palavra-reservada

11335 | originalEvent | funcao

11336 | jQuery | variavel

11337 | expando | string

11338 | originalEvent | funcao

11339 | new | palavra-reservada

11340 | jQuery | variavel

11341 | Event | string

11342 | originalEvent | funcao

11343 | special | string

11344 | load | string

11345 | noBubble | funcao

11346 | true | palavra-reservada

11347 | click | string

11348 | setup | string

11349 | function | palavra-reservada

11350 | data | string

11351 | var | palavra-reservada

11352 | el | string

11353 | = | operador

11354 | this | palavra-reservada

11355 | || | comparador

11356 | data | string

11357 | if | palavra-reservada

11358 | rcheckableType | funcao

11359 | test | string

11360 | el | string

11361 | type | string

11362 | && | comparador

11363 | el | string

11364 | click | string

11365 | && | comparador

11366 | nodeName | funcao

11367 | el | string

11368 | input | string

11369 | leverageNative | funcao

11370 | el | string

11371 | click | string

11372 | returnTrue | funcao

11373 | return | palavra-reservada

11374 | false | palavra-reservada

11375 | trigger | string

11376 | function | palavra-reservada

11377 | data | string

11378 | var | palavra-reservada

11379 | el | string

11380 | = | operador

11381 | this | palavra-reservada

11382 | || | comparador

11383 | data | string

11384 | if | palavra-reservada

11385 | rcheckableType | funcao

11386 | test | string

11387 | el | string

11388 | type | string

11389 | && | comparador

11390 | el | string

11391 | click | string

11392 | && | comparador

11393 | nodeName | funcao

11394 | el | string

11395 | input | string

11396 | leverageNative | funcao

11397 | el | string

11398 | click | string

11399 | return | palavra-reservada

11400 | true | palavra-reservada

11401 | _default | string

11402 | function | palavra-reservada

11403 | event | string

11404 | var | palavra-reservada

11405 | target | string

11406 | = | operador

11407 | event | string

11408 | target | string

11409 | return | palavra-reservada

11410 | rcheckableType | funcao

11411 | test | string

11412 | target | string

11413 | type | string

11414 | && | comparador

11415 | target | string

11416 | click | string

11417 | && | comparador

11418 | nodeName | funcao

11419 | target | string

11420 | input | string

11421 | && | comparador

11422 | dataPriv | funcao

11423 | get | string

11424 | target | string

11425 | click | string

11426 | || | comparador

11427 | nodeName | funcao

11428 | target | string

11429 | a | char

11430 | beforeunload | string

11431 | postDispatch | funcao

11432 | function | palavra-reservada

11433 | event | string

11434 | if | palavra-reservada

11435 | event | string

11436 | result | string

11437 | == | comparador

11438 | undefined | tipo-de-dado

11439 | && | comparador

11440 | event | string

11441 | originalEvent | funcao

11442 | event | string

11443 | originalEvent | funcao

11444 | returnValue | funcao

11445 | = | operador

11446 | event | string

11447 | result | string

11448 | function | palavra-reservada

11449 | leverageNative | funcao

11450 | el | string

11451 | type | string

11452 | expectSync | funcao

11453 | if | palavra-reservada

11454 | expectSync | funcao

11455 | if | palavra-reservada

11456 | dataPriv | funcao

11457 | get | string

11458 | el | string

11459 | type | string

11460 | === | comparador

